Day,Time,Hour,Location,Address,Region,Types
Monday,19:00,19,Gilead United Presbyterian Church,7 Church St,Putnam and Dutchess Counties,Beginner
Monday,19:00,19,Gilead United Presbyterian Church,7 Church St,Putnam and Dutchess Counties,Closed
Monday,19:00,19,Good Shepherd Methodist Church,30-44 Crescent St,Astoria / Steinway,Open
Monday,19:00,19,Grace Congregational Baptist Church,310 W 139th St,West Harlem,"Step Meeting, Tradition Study"
Monday,19:00,19,Grace Episcopal Church,130 1st Ave,Rockland County,"Beginner, Wheelchair Access"
Monday,19:00,19,Greenpoint Reformed Church,136 Milton St,Greenpoint,Step Meeting
Monday,19:00,19,Hamilton House,141 W 73rd St,Upper West Side,"Closed, Wheelchair Access"
Monday,19:00,19,Hazelden Tribeca,283 W Broadway,TriBeCa,"Closed, Wheelchair Access"
Monday,19:00,19,Holy Cross Church,61-21 56th Rd,Maspeth,"Closed, Polish"
Monday,19:00,19,Holy Cross Church,61-21 56th Rd,Maspeth,Beginner
Monday,19:00,19,Holy Family Church,74 Utopia Pkwy,Fresh Meadows,Big Book
Monday,19:00,19,Holy Name of Mary School,114 Grand St,Croton-On-Hudson,Closed
Monday,19:00,19,Holy Spirit Church,1969 Crompond Rd,Peekskill,"Step Meeting, Wheelchair Access"
Monday,19:00,19,Holy Spirit Church,1969 Crompond Rd,Peekskill,"Closed, Wheelchair Access"
Monday,19:00,19,Holy Spirit Church,1969 Crompond Rd,Peekskill,"Big Book, Wheelchair Access"
Monday,19:00,19,Holy Trinity Roman Catholic Church,14-51 143rd St,Whitestone,Beginner
Monday,19:00,19,Hudson Valley Community Center,110 S Grand Ave,Putnam and Dutchess Counties,Open
Monday,19:00,19,Macedonia Community Center,103 W 2nd St,Mt. Vernon,Open
Monday,19:00,19,Manhattan Plaza Health Club,482 W 43rd St,Hell's Kitchen,"Big Book, Wheelchair Access"
Monday,19:00,19,Most Holy Redeemer Church,173 E 3rd St,East Village,"Discussion, Literature, Open"
Monday,19:00,19,Mt Vernon Salvation Army Center,745 S 3rd Ave,Mt. Vernon,Open
Monday,19:00,19,North Salem Community Center,1 Titicus Rd,Purdys,Step Meeting
Monday,19:00,19,Norwalk United Methodist Church,718 West Ave,Connecticut,"Discussion, Open, Wheelchair Access"
Monday,19:00,19,Our Savior Lutheran Church,140 Mark Tree Rd,Suffolk County,Big Book
Monday,19:00,19,Outreach Project,960 Manhattan Ave,Greenpoint,"LGBTQ, Open, Wheelchair Access"
Monday,19:00,19,Paramus Congregational Church,205 Spring Valley Rd,New Jersey,Beginner
Monday,19:00,19,Parkway Community Church,95 Stewart Ave,Nassau County,Closed
Monday,19:00,19,Rainbow Center,293 Buffalo Ave,Suffolk County,"Discussion, Open, Wheelchair Access"
Monday,19:00,19,Rainbow Center,293 Buffalo Ave,Suffolk County,"Step Meeting, Wheelchair Access"
Monday,19:00,19,Reformed Church of Cortlandtown,2124 Albany Post Rd,Montrose,Big Book
Monday,19:00,19,Riverside Church,91 Claremont Ave,West Harlem,"Closed, Wheelchair Access"
Monday,19:00,19,Saint Joseph's Church,141 Ashburton Ave,Yonkers,"Step Meeting, Wheelchair Access"
Monday,19:00,19,Saint Mark's Episcopal Church,33-50 82nd St,Jackson Heights,Big Book
Monday,19:00,19,Southampton Veterans Memorial Hall,25 Pond Ln,Suffolk County,"Beginner, Open, Women"
Monday,19:00,19,SRO Building,109 W 129th St,West Harlem,"Beginner, Wheelchair Access"
Monday,19:00,19,St Anthony of Padua Church,155 Sullivan St,Soho,"Beginner, Open, Sign Language"
Monday,19:00,19,St Columbia Church,343 W 25th St,Midtown West Side,Open
Monday,19:00,19,St James Episcopal Church,84-07 Broadway,Elmhurst,"Beginner, Spanish"
Monday,19:00,19,St James Episcopal Church,84-07 Broadway,Elmhurst,"Discussion, Open, Spanish"
Monday,19:00,19,St James Episcopal Church,865 Madison Ave,Upper East Side,Beginner
Monday,19:00,19,St James Presbyterian Church,409 W 141st St,West Harlem,Beginner
Monday,19:00,19,St John the Baptist Church School,670 Yonkers Ave,Yonkers,Beginner
Monday,19:00,19,St John's Episcopal Church,15 St John St,"Sullivan, Green, and Ulster Counties","Closed, Step Meeting"
Monday,19:00,19,St Luke's Lutheran Church,95 Eastchester Rd,New Rochelle,Beginner
Monday,19:00,19,St Margaret's Church,948 E 156th St,Tremont,"Closed, Spanish"
Monday,19:00,19,St Margaret's Residence,49 Fulton St,Bowling Green/City Hall,"Discussion, Open, Wheelchair Access"
Monday,19:00,19,St Mark's Roman Catholic Church,2609 E 19th St,Sheepshead Bay,"Closed, Russian"
Monday,19:00,19,St Mary's Church,1836 E Main St,Mohegan Lake,"Big Book, Discussion, Wheelchair Access"
Monday,19:00,19,St Mary's Church,10-8 49th Ave,Long Island City,Beginner
Monday,19:00,19,St Mary's Church,1836 E Main St,Mohegan Lake,"Closed, Wheelchair Access, Women"
Monday,19:00,19,St Patrick's Church,9511 4th Ave,Bay Ridge,Step Meeting
Monday,19:00,19,St Paul's Lutheran Church,761 King St,Port Chester,Beginner
Monday,19:00,19,St Peters Episcopal Church-Rectory,346 W 20th St,Chelsea,"Discussion, Speaker"
Monday,19:00,19,St Theresa of Avila Church,563 Sterling Pl,St. John's,Big Book
Monday,19:00,19,The Old Annunciation Schoolhouse,70 Havemeyer St,Williamsburg,"Closed, Meditation"
Monday,19:00,19,Tillman Senior Center,630 Mother Gaston Blvd,Brownsville,"Closed, Wheelchair Access"
Monday,19:00,19,Trinity Evangelist Lutheran Church,716 NY-25A,Suffolk County,Beginner
Monday,19:00,19,Twelfth Street Workshop,411 E 12th St,East Village,Tradition Study
Monday,19:00,19,Union Free Church,754 Ocean Breeze Walk,Suffolk County,"Closed, Wheelchair Access"
Monday,19:00,19,Union Free Church,754 Ocean Breeze Walk,Suffolk County,"Closed, Literature, Wheelchair Access"
Monday,19:00,19,Yorktown Jewish Center,2966 Crompond Rd,Yorktown Heights,"Closed, Wheelchair Access"
Monday,19:00,19,Yorktown Jewish Center,2966 Crompond Rd,Yorktown Heights,"Big Book, Closed, Wheelchair Access"
Monday,19:15,19,Bedford Park Congregational Church,3008 Bainbridge Ave,Fordham,Open
Monday,19:15,19,Brownsville Halfway House,657 E 98th St,Canarsie,"Beginner, Wheelchair Access"
Monday,19:15,19,Jan Hus Church,351 E 74th St,Upper East Side,Big Book
Monday,19:15,19,Jan Hus Church,351 E 74th St,Upper East Side,"Closed, Discussion, Literature, Women"
Monday,19:15,19,Mount Hope Ame Zion Church,65 Lake St,White Plains,"Step Meeting, Wheelchair Access"
Monday,19:15,19,New Hyde Park Holy Spirit Church,500 Jericho Turnpike,Nassau County,Beginner
Monday,19:15,19,New Hyde Park Holy Spirit Church,500 Jericho Turnpike,Nassau County,"Closed, Discussion"
Monday,19:15,19,New Utrecht Reformed Church,1827 84th St,Bath Beach,Beginner
Monday,19:15,19,Redeemer Lutheran Church,92-10 217th St,Queens Village,Beginner
Monday,19:15,19,Reformed Church,167-7 35th Ave,Flushing,"Beginner, Wheelchair Access"
Monday,19:15,19,Saint Agnes Church,141 E 43rd St,Tudor City/Turtle Bay,"Closed, Men"
Monday,19:15,19,St Luke's School,487 Hudson St,Greenwich Village,"Beginner, Wheelchair Access"
Monday,19:15,19,St Philip's in the Highlands Church,1101 NY-9D,Putnam and Dutchess Counties,Step Meeting
Monday,19:15,19,St Robert Bellarmine Church,56-15 213th St,Oakland Gardens,"Beginner, Big Book, Tradition Study"
Monday,19:15,19,Westbury Friends School,550 Post Ave,Nassau County,"Beginner, LGBTQ"
Monday,19:30,19,103 Quincy Street,103 Quincy St,Adelphi Crown Heights,"Discussion, Men, Open"
Monday,19:30,19,42 North Street,42 North St,Orange County,Beginner
Monday,19:30,19,Aldersgate Methodist Church,600 Broadway,Dobbs Ferry,"Beginner, Wheelchair Access"
Monday,19:30,19,All Saints Church,300 Harrison Ave,Harrison,Step Meeting
Monday,19:30,19,All Souls Presbyterian Church,55 Parkway Dr,Port Chester,Beginner
Monday,19:30,19,Annunciation Roman Catholic Church,470 Westchester Ave,Yonkers,"Closed, Step Meeting, Wheelchair Access"
Monday,19:30,19,Bishop Molloy Retreat House,86-45 Edgerton Blvd,Jamaica,Closed
Monday,19:30,19,Calvary Hospital,1740 Eastchester Rd,Parkchester,"Closed, Wheelchair Access"
Monday,19:30,19,Christ Episcopal Church,2 Emerson St,Connecticut,"Tradition Study, Wheelchair Access"
Monday,19:30,19,Christ Hava Tamil Koil,79-11 Caldwell Ave,Middle Village,Closed
Monday,19:30,19,Christ Lutheran Church,121 Cleveland Ave,Great Kills,Beginner
Monday,19:30,19,Christ Lutheran Church,121 Cleveland Ave,Great Kills,Closed
Monday,19:30,19,Christ the Redeemer Church,1415 Pelhamdale Ave,Pelham,"Closed, Discussion, Wheelchair Access"
Monday,19:30,19,Church of St Matthew & St Timothy,26 W 84th St,Upper West Side,"Closed, Literature, Wheelchair Access"
Monday,19:30,19,Church of the Mediator,260 W 231st St,Kingsbridge,"Beginner, Wheelchair Access"
Monday,19:30,19,Community Presbyterian Church,12 Nottingham Rd,Nassau County,Beginner
Monday,19:30,19,Community Presbyterian Church,12 Nottingham Rd,Nassau County,Step Meeting
Monday,19:30,19,Congregational Church of Manhasset,1845 Northern Blvd,Nassau County,Closed
Monday,19:30,19,Congregational Church of Manhasset,1845 Northern Blvd,Nassau County,Beginner
Monday,19:30,19,First Presbyterian Church,387 Montauk Hwy,Suffolk County,"Closed, Wheelchair Access"
Monday,19:30,19,First Presbyterian Church,17 Hwy Ave,Rockland County,"Closed, Men"
Monday,19:30,19,Good Shepherd Church,62 Windermere Ave,Orange County,Big Book
Monday,19:30,19,Holy Innocents Episcopal Church,401 Main St,Orange County,"Beginner, Closed, Wheelchair Access"
Monday,19:30,19,Holy Name Church,207 W 96th St,Upper West Side,"Meditation, Open"
Monday,19:30,19,Iglesia Santa Elizabeth,268 Wadsworth Ave,Washington Heights,"Closed, Wheelchair Access"
Monday,19:30,19,Memorial United Methodist Church- The Loft,252 Bryant Ave,White Plains,"Big Book, Closed, Wheelchair Access"
Monday,19:30,19,Monestary of St. Clare,70 Nelson Ave,Putnam and Dutchess Counties,"Closed, Step Meeting"
Monday,19:30,19,Mount Sinai-Roosevelt Hospital,1000 10th Ave,Hell's Kitchen,"Discussion, Open, Wheelchair Access"
Monday,19:30,19,New Apostolic Church,30-60 47th St,Astoria / Steinway,"Closed, Meditation, Speaker"
Monday,19:30,19,Oasis Church,539 Greeley Ave,"New Dorp, Oakwood, Oakwood Heights","Big Book, Open"
Monday,19:30,19,Our Lady of Good Council School,42 Austin Pl,Stapleton,"Discussion, Open"
Monday,19:30,19,Our Lady of Perpetual Help Church,535 Ashford Ave,Ardsley,Closed
Monday,19:30,19,Our Saviour's Atonement Church,178 Bennett Ave,Washington Heights,Big Book
Monday,19:30,19,Presbyterian Church of Pleasantville,400 Bedford Rd,Pleasantville,"Closed, Wheelchair Access"
Monday,19:30,19,Preston High School,2780 Schurz Ave,Throggs Neck,"Open, Wheelchair Access"
Monday,19:30,19,Rocco Moretto VFW Post 2348,31-35 41st St,Astoria / Steinway,Big Book
Monday,19:30,19,Sacred Heart Elementary/High School,34 Convent Ave,Yonkers,"Beginner, Wheelchair Access"
Monday,19:30,19,Saint Barnabas Considine Parish Center,409 E 241st St,Woodlawn,Step Meeting
Monday,19:30,19,Saint Mel's School,15424 26th Ave,College Point,"Beginner, Wheelchair Access"
Monday,19:30,19,St Albans the Martyr-Episcopal Church,116-42 Farmers Blvd,St. Albans,"Open, Wheelchair Access"
Monday,19:30,19,St Anthony's School,110 Anchor Ave,Nassau County,"Beginner, Wheelchair Access"
Monday,19:30,19,St James the Less Church,10 Church Ln,Scarsdale,Closed
Monday,19:30,19,St James the Less Church,10 Church Ln,Scarsdale,Step Meeting
Monday,19:30,19,St James the Less Church,10 Church Ln,Scarsdale,Beginner
Monday,19:30,19,St Luke's Parish Hall,68 Bedford Rd,Katonah,"Step Meeting, Wheelchair Access"
Monday,19:30,19,St Margaret Church,66-10 79th Pl,Middle Village,Closed
Monday,19:30,19,St Margaret's Residence,49 Fulton St,Bowling Green/City Hall,"Step Meeting, Wheelchair Access"
Monday,19:30,19,St Matthew's Catholic Church,616 Warburton Ave,Hastings-On-Hudson,"Step Meeting, Wheelchair Access"
Monday,19:30,19,St Michael's & All Angels Church,2197 Jackson Ave,Nassau County,"Step Meeting, Women"
Monday,19:30,19,St Michael's & All Angels Church,2197 Jackson Ave,Nassau County,Beginner
Monday,19:30,19,St Paul's Rectory,199 Carroll St,Brooklyn Heights,"Men, Step Meeting, Wheelchair Access"
Monday,19:30,19,Stony Point Presbyterian Church,125 W Main St,Rockland County,"Closed, Living Sober"
Monday,19:30,19,SUNY Maritime College Visitor Center,6 Pennyfield Ave,Bronx,"Beginner, Grapevine, Literature, Open, Wheelchair Access"
Monday,19:30,19,Temple Israel,140 Central Ave,Nassau County,"Beginner, Wheelchair Access"
Monday,19:30,19,The Catholic Club,1884 Stuart St,Homecrest,"Big Book, Women"
Monday,19:30,19,The River Org Church,253 Ehrhardt Rd,Rockland County,"Open, Wheelchair Access"
Monday,19:30,19,Town Hall Annex,281 Phelps Ln,Suffolk County,"Step Meeting, Wheelchair Access"
Monday,19:30,19,Trinity Methodist Church,113 Bay St,City Island,"Open, Wheelchair Access"
Monday,19:30,19,United Church of Rockville Centre,430 Morris Ave,Nassau County,Beginner
Monday,19:30,19,United Methodist Church,130 Franklin Ave,Rockland County,Step Meeting
Monday,19:30,19,Valhalla United Methodist Church,200 Columbus Ave,Valhalla,Beginner
Monday,19:30,19,Valhalla United Methodist Church,200 Columbus Ave,Valhalla,Step Meeting
Monday,19:30,19,Warwick United Methodist Church,135 Forester Ave,Orange County,"Big Book, Wheelchair Access"
Monday,19:30,19,Warwick United Methodist Church,135 Forester Ave,Orange County,"Big Book, Wheelchair Access"
Monday,19:30,19,West Side YMCA,5 W 63rd St,Upper West Side,"Open, Speaker, Wheelchair Access"
Monday,19:45,19,Holy Apostles Church Rectory,296 9th Ave,Midtown West Side,Closed
Monday,19:45,19,Trinity & St John's Episcopal Church,1142 Broadway,Nassau County,Beginner
Monday,19:45,19,Trinity & St John's Episcopal Church,1142 Broadway,Nassau County,Closed
Monday,20:00,20,1st Congregational Church,320 Beach 94th Street,Rockaway Park,"Beginner, Wheelchair Access"
Monday,20:00,20,1st Congregational Church,320 Beach 94th Street,Rockaway Park,"Step Meeting, Wheelchair Access"
Monday,20:00,20,2126 2nd Avenue,2126 2nd Ave,East Harlem,"Beginner, Spanish, Wheelchair Access"
Monday,20:00,20,220 W Houston St,220 W Houston St,Greenwich Village,"Closed, Discussion"
Monday,20:00,20,284 New Main St,284 New Main St,Yonkers,"Discussion, Open, Spanish"
Monday,20:00,20,35 Main Street,35 Main St,New Jersey,Big Book
Monday,20:00,20,35 Main Street,35 Main St,New Jersey,Beginner
Monday,20:00,20,45 Ludlow Street,45 Ludlow St,Yonkers,"Closed, Spanish"
Monday,20:00,20,46th Street Clubhouse,252 W 46th St,Hell's Kitchen,"LGBTQ, Open"
Monday,20:00,20,74 East 17th Street,74 E 17th St,Flatbush,"Discussion, Open, Spanish"
Monday,20:00,20,82 East Main Street,82 E Main St,Suffolk County,Closed
Monday,20:00,20,90-05 175th Street,90-5 175th St,Jamaica,"Big Book, Spanish"
Monday,20:00,20,90-46 150th Street,90-46 150th St,Jamaica,"Beginner, Spanish"
Monday,20:00,20,All Saints Church,43-12 46th St,Sunnyside,Open
Monday,20:00,20,Apartment Building,538 W 47th St,Hell's Kitchen,"Big Book, Spanish"
Monday,20:00,20,Brick Reformed Church,1582 NY-17K,Orange County,Big Book
Monday,20:00,20,Christ Church,7301 Ridge Blvd,Bay Ridge,Big Book
Monday,20:00,20,Christ Episcopal Church,43 S Broadway,Tarrytown,Step Meeting
Monday,20:00,20,Church Episcopal San Andres,4917 4th Ave,Sunset Park,"Open, Spanish"
Monday,20:00,20,Church of Holy Episcopal Communion,1055 County Rd 6,Putnam and Dutchess Counties,"Discussion, Open, Wheelchair Access"
Monday,20:00,20,Church of the Good Shepherd,620 Isham St,Inwood,Closed
Monday,20:00,20,Clubhouse,367 20th St,Park Slope,Open
Monday,20:00,20,Community Methodist Church,100 Park Blvd,Nassau County,Beginner
Monday,20:00,20,Community Methodist Church,100 Park Blvd,Nassau County,Step Meeting
Monday,20:00,20,Community Methodist Church,100 Park Blvd,Nassau County,Closed
Monday,20:00,20,Congregational Church on the Green,59 East Ave,Connecticut,Big Book
Monday,20:00,20,Corona Congregational Church,102-18 34th Ave,Corona,Closed
Monday,20:00,20,Covenant Lutheran Church,68-59 60th Ln,Ridgewood/Glendale,Step Meeting
Monday,20:00,20,El Paraiso AA,376 50th St,Sunset Park,"Closed, Spanish"
Monday,20:00,20,Episcopal Church of the Redeemer,30-14 Crescent St,Astoria / Steinway,"Discussion, Open, Spanish"
Monday,20:00,20,Glen Morris Presbyterian Church,118-2 109th Ave,S. Ozone Park,"Closed, Discussion"
Monday,20:00,20,Grace Episcopal Church,50 Grace Ct,Brooklyn Heights,Beginner
Monday,20:00,20,Greenwood Baptist Church,262 7th Ave,Park Slope,"Discussion, Open"
Monday,20:00,20,Grupo El Salvador,90-01 78th St,East New York,"Open, Spanish, Wheelchair Access"
Monday,20:00,20,Holy Trinity Episcopal Church,24 Coulter Ave,Putnam and Dutchess Counties,Closed
Monday,20:00,20,Hopewell Reformed Church,143 Beekman Rd,Putnam and Dutchess Counties,"Open, Wheelchair Access"
Monday,20:00,20,HOW Club,552 Port Richmond Ave,St. George / New Brighton Thompkinsville,"Discussion, Open, Spanish"
Monday,20:00,20,Iglesia Presbyterian,1954 Grand Concourse,Tremont,"Open, Spanish"
Monday,20:00,20,Iglesia San Miguel/St Michael's Church,136-49 41st Ave,Flushing,"Open, Spanish"
Monday,20:00,20,Mustard Seed,122 E 37th St,Kip's Bay/Murray Hill,"Beginner, Women"
Monday,20:00,20,Our Lady Queen of Martyrs,91 Arden St,Inwood,"Closed, Spanish"
Monday,20:00,20,Our Saviour's Atonement Church,178 Bennett Ave,Washington Heights,"Closed, Men"
Monday,20:00,20,Pascack Reformed Church,65 Pascack Rd,New Jersey,"Beginner, Wheelchair Access"
Monday,20:00,20,Pascack Reformed Church,65 Pascack Rd,New Jersey,"Closed, Wheelchair Access"
Monday,20:00,20,Patterson Baptist Church,595 NY-311,Putnam and Dutchess Counties,"Big Book, Wheelchair Access"
Monday,20:00,20,Presbyterian Church of Mt Kisco,605 Millwood Rd,Mt. Kisco,Big Book
Monday,20:00,20,Queen of All Saints Church,300 Vanderbilt Ave,Pratt (Fort Green),"Discussion, Tradition Study"
Monday,20:00,20,Rye Presbyterian Church,882 Boston Post Rd,Rye,"Open, Wheelchair Access"
Monday,20:00,20,Salvation Army Men's Shelter,194 Front St,Nassau County,"Discussion, Open"
Monday,20:00,20,San Pablo United Methodist Church,14-54 31st Rd,Astoria / Steinway,"Closed, Wheelchair Access"
Monday,20:00,20,Simpson Methodist Church,30 Locust Ave,Suffolk County,Closed
Monday,20:00,20,St Aloysius Parish Center,592 Middle Neck Rd,Nassau County,"Big Book, Wheelchair Access"
Monday,20:00,20,St Anthony's Roman Catholic Church,36 W Nyack Rd,Rockland County,Beginner
Monday,20:00,20,St Barbara's Church,227 Wilson Ave,Bushwick,"Discussion, Open, Spanish"
Monday,20:00,20,St Barnabas Church,159-19 98th St,Howard Beach,Closed
Monday,20:00,20,St Francis Xavier School,763 President St,Park Slope,Step Meeting
Monday,20:00,20,St Genevieve Church,6 Beach 178th St,Rockaway Point,"Men, Step Meeting, Wheelchair Access"
Monday,20:00,20,St James Episcopal Church,84-07 Broadway,Elmhurst,"Big Book, Spanish"
Monday,20:00,20,St James Episcopal Church,84-07 Broadway,Elmhurst,"Open, Spanish"
Monday,20:00,20,St James School,80 Hicksville Rd,Nassau County,Closed
Monday,20:00,20,St John's Episcopal Church,4 W Fountain Square,Larchmont,"Closed, Men"
Monday,20:00,20,St Joseph's Church,15 Cedar St,Bronxville,"Closed, Men"
Monday,20:00,20,St Luke's Episcopal Church,98 Stewart Ave,Eastchester,Step Meeting
Monday,20:00,20,St. Marks Church,7 St Marks Pl,Yonkers,Beginner
Monday,20:00,20,St Mary's Church,191 S Greeley Ave,Chappaqua,Step Meeting
Monday,20:00,20,St Paul & St Luke's Church,186 Decker Ave,Port Richmond,Step Meeting
Monday,20:00,20,St Paul's Episcopal Church,40 Ganung Dr,Ossining,Step Meeting
Monday,20:00,20,St Stephen's Church,50 Bedford Rd,Armonk,"Beginner, Wheelchair Access"
Monday,20:00,20,Store Front,599 Main St,Putnam and Dutchess Counties,"Discussion, Open"
Monday,20:00,20,Sunnyside Reformed Church,48-03 Skillman Ave,Sunnyside,"Beginner, Spanish"
Monday,20:00,20,Trinity Episcopal Church,311 Huguenot St,New Rochelle,"Closed, Wheelchair Access"
Monday,20:00,20,Trinity Lutheran Church,111 Nassau Ave,Suffolk County,Beginner
Monday,20:00,20,United Methodist Church,470 E Meadow Ave,Nassau County,Step Meeting
Monday,20:00,20,United Methodist Church,470 E Meadow Ave,Nassau County,Closed
Monday,20:00,20,Wantagh Memorial Congregational Church,1845 Wantagh Ave,Nassau County,Beginner
Monday,20:00,20,Westchester Methodist Church,2547 E Tremont Ave,Westchester,"Beginner, Men"
Monday,20:00,20,Woodrow Methodist Church,1075 Woodrow Rd,Eltingville,"Big Book, Closed, Wheelchair Access"
Monday,20:00,20,Yorktown Grange Fair Building,99 Moseman Rd,Yorktown Heights,"Closed, Wheelchair Access"
Monday,20:15,20,Greenpoint Reformed Church,136 Milton St,Greenpoint,"Atheist / Agnostic, Closed"
Monday,20:15,20,Our Savior Lutheran Church,140 Mark Tree Rd,Suffolk County,Step Meeting
Monday,20:15,20,Playground Coffee,1114 Bedford Ave,Bedford Stuyvesant,"Big Book, LGBTQ, Open"
Monday,20:15,20,Twelfth Street Workshop,411 E 12th St,East Village,"Discussion, Open"
Monday,20:30,20,Bishop Malloy Civic Center,15 Parkside Rd Dr,Nassau County,"Step Meeting, Wheelchair Access"
Monday,20:30,20,Christ Episcopal Church,2 Emerson St,Connecticut,"Open, Wheelchair Access"
Monday,20:30,20,Church of American Martyrs,79-43 Bell Blvd,Oakland Gardens,Open
Monday,20:30,20,Church of Divine Love,70 Sunset Rd,Montrose,"Step Meeting, Wheelchair Access"
Monday,20:30,20,Community Church,36 Church St,Nassau County,Closed
Monday,20:30,20,Dutch Reformed Church,180 Pondfield Rd,Bronxville,"Closed, Men, Wheelchair Access"
Monday,20:30,20,New Hyde Park Holy Spirit Church,500 Jericho Turnpike,Nassau County,Closed
Monday,20:30,20,New Hyde Park Holy Spirit Church,500 Jericho Turnpike,Nassau County,"Discussion, Open"
Monday,20:30,20,New Utrecht Reformed Church,1827 84th St,Bath Beach,Closed
Monday,20:30,20,Perry Street Workshop,50 Perry St,Greenwich Village,Closed
Monday,20:30,20,Rego Park Jewish Center,97-30 Queens Blvd,Rego Park,"Closed, Grapevine, Literature, Wheelchair Access"
Monday,20:30,20,St Anthony of Padua Church,155 Sullivan St,Soho,"Sign Language, Step Meeting"
Monday,20:30,20,St John's Episcopal Church,15 St John St,"Sullivan, Green, and Ulster Counties",Step Meeting
Monday,20:30,20,St Luke's School,487 Hudson St,Greenwich Village,"Step Meeting, Wheelchair Access"
Monday,20:30,20,St Mark's Roman Catholic Church,2609 E 19th St,Sheepshead Bay,Step Meeting
Monday,20:30,20,St. Roch's Church,602 Port Richmond Ave,"Bull's Head, Willow Brook, Casleton, S.I. Teleport",Closed
Monday,20:30,20,Trinity Evangelist Lutheran Church,716 NY-25A,Suffolk County,Open
Monday,21:00,21,East Williston Community Church,45 E Williston Ave,Nassau County,"Closed, Wheelchair Access"
Monday,21:00,21,Holy Apostles Church Rectory,296 9th Ave,Midtown West Side,Open
Monday,21:00,21,Paramus Congregational Church,205 Spring Valley Rd,New Jersey,Open
Monday,21:00,21,West Side YMCA,5 W 63rd St,Upper West Side,"Beginner, Wheelchair Access"
Monday,21:15,21,46th Street Clubhouse,252 W 46th St,Hell's Kitchen,Beginner
Monday,21:15,21,Manhattan Plaza Health Club,482 W 43rd St,Hell's Kitchen,Big Book
Monday,22:00,22,220 W Houston St,220 W Houston St,Greenwich Village,Closed
Monday,22:00,22,Church Episcopal San Andres,4917 4th Ave,Sunset Park,"Closed, Spanish"
Monday,22:00,22,Holy Name Church,207 W 96th St,Upper West Side,Big Book
Monday,22:00,22,St Monica's Church,413 E 79th St,Upper East Side,Beginner
Monday,22:00,22,The Old Annunciation Schoolhouse,70 Havemeyer St,Williamsburg,"Closed, Speaker"
Monday,22:15,22,Perry Street Workshop,50 Perry St,Greenwich Village,Closed
Monday,22:15,22,West Side YMCA,5 W 63rd St,Upper West Side,"Closed, Discussion, Wheelchair Access"
Monday,22:30,22,46th Street Clubhouse,252 W 46th St,Hell's Kitchen,Closed
Monday,0:00,0,220 W Houston St,220 W Houston St,Greenwich Village,Step Meeting
Tuesday,2:00,2,220 W Houston St,220 W Houston St,Greenwich Village,"Candlelight, Discussion, Open"
Tuesday,6:00,6,Holy Name Church,207 W 96th St,Upper West Side,"Discussion, Literature, Open"
Tuesday,6:00,6,St Andrew's Episcopal Church,26 Prospect St,Putnam and Dutchess Counties,"Discussion, Open, Wheelchair Access"
Tuesday,6:00,6,St Mary the Virgin Church,133 W 46th St,Hell's Kitchen,Step Meeting
Tuesday,6:00,6,St Monica's Church,413 E 79th St,Upper East Side,Closed
Tuesday,6:15,6,Mustard Seed,122 E 37th St,Kip's Bay/Murray Hill,Big Book
Tuesday,6:30,6,St John's Lutheran Church,75 E Olive St,Nassau County,Beginner
Tuesday,6:30,6,St Margaret's Residence,49 Fulton St,Bowling Green/City Hall,"Closed, Wheelchair Access"
Tuesday,6:45,6,Memorial United Methodist Church- The Loft,252 Bryant Ave,White Plains,"Closed, Wheelchair Access"
Tuesday,6:45,6,St John the Evangelist Roman Catholic Church,25 Ocean Ave,Suffolk County,Closed
Tuesday,7:00,7,Hargrave House,111 W 71st St,Upper West Side,"Closed, Wheelchair Access"
Tuesday,7:00,7,HOW Club,552 Port Richmond Ave,St. George / New Brighton Thompkinsville,Step Meeting
Tuesday,7:00,7,Saint Mary's Episcopal Church,26 St Mary's Rd,Suffolk County,"Closed, Wheelchair Access"
Tuesday,7:00,7,St Patrick's Church,188 Church Pl,Yorktown Heights,"Big Book, Wheelchair Access"
Tuesday,7:15,7,Bethel Church of the Nazarene,595 Classon Ave,Lefferts,Big Book
Tuesday,7:15,7,DC 37 (140 Murray Street / Park Place),140 Murray Street,TriBeCa,Beginner
Tuesday,7:15,7,Holy Name Church,207 W 96th St,Upper West Side,Closed
Tuesday,7:15,7,Immanuel Lutheran Church,1296 Lexington Ave,Yorkville/Carnegie Hill,"Discussion, Open"
Tuesday,7:15,7,Our Lady of Mount Carmel Church,275 N 8th St,Williamsburg,"Beginner, Closed, Literature"
Tuesday,7:15,7,St Francis Xavier,752 President St,Park Slope,Beginner
Tuesday,7:15,7,St Margaret's Church Rectory,6000 Riverdale Ave,Riverdale,"Closed, Literature"
Tuesday,7:15,7,St Monica's Church,413 E 79th St,Upper East Side,Closed
Tuesday,7:15,7,St Paul's Rectory,199 Carroll St,Brooklyn Heights,"Discussion, Open"
Tuesday,7:30,7,30 East 35th Street,30 E 35th St,Kip's Bay/Murray Hill,"Step Meeting, Tradition Study"
Tuesday,7:30,7,All Saints Church,230 E 60th St,East 50th to 60th Street,Big Book
Tuesday,7:30,7,Church of the Ascension Parish House,12 W 11th St,Greenwich Village,"Step Meeting, Tradition Study"
Tuesday,7:30,7,Mustard Seed,122 E 37th St,Kip's Bay/Murray Hill,Closed
